,num,lang,hisco,occupation
18751,20649,English,-1,Land proprietor and land holder
18752,20650,Dutch,62210,land.arb
18753,20651,Dutch,62210,landarb
18754,20652,Dutch,62210,landarb.
18755,20653,Norwegian,62105,Landarbeider
18756,20654,Dutch,62210*,landarbeider
18757,20656,German,62105,Landarbeiter
18758,20657,German,62105,Landarbeiterin
18759,20658,Danish,58340,Landartillerist
18760,20659,Danish,62105,Landboelsbeboer
18761,20660,Danish,62105,Landboelsbesidder
18762,20661,Danish,62105,Landboelsmand
18763,20662,Swedish,61110,Landbonde
18764,20663,Dutch,62210,Landbouwarbeider
18765,20664,Dutch,61220,Landbouwer
18766,20665,Dutch,61220,landbouwers
18767,20666,Dutch,62210,landbouwersknecht
18768,20667,Dutch,62210,landbouwersknegt
18769,20668,Dutch,61220,landbouwerszoon
18770,20669,Dutch,62210,landbouwknecht
18771,20670,Dutch,61220,Landbouwster
18772,20671,German,37030,Landbriefträger
18773,20672,Norwegian,62105,Landbrugsarbeide
18774,20673,Norwegian,62105,Landbrugsarbeider
18775,20674,Norwegian,62105,Landbrugsarbeiderske
18776,20675,Norwegian,62105,Landbruks arbeide
18777,20676,Danish,58340,Landdragon
18778,20677,English,-1,Landed property
18779,20678,English,-1,Landed proprietor
18780,20679,German,58220,Landespolizeimeister
18781,20680,Danish,58340,Landeværnsmand
18782,20681,German,-1,Landfahrer
18783,20682,German,-1,Landfahrer(in)
18784,20683,German,-1,Landfahrerin
18785,20684,German,99999,Landfuhrfrau
18786,20685,German,61110,Landgebräucher
18787,20686,Norwegian,41030,Landhandler
18788,20687,English,-1,Landholder
18789,20688,German,99999,Landhäusling
18790,20689,Danish,03020,Landinspektør
18791,20690,German,58220,Landjäger
18792,20691,Danish,03020,Landmaaler
18793,20692,German,43220,Landmachinenvertreter
18794,20693,Dutch,61220,Landman
18795,20694,Norwegian,61110,Landmand selveier
18796,20695,Dutch,62210,landmansknecht
18797,20696,Dutch,62210,landmansknegt
18798,20697,German,43220,Landmaschinenvertreter
18799,20698,German,84955,Landmechaniker
18800,20699,Dutch,61220,Landmeester
18801,20700,Dutch,61220,landopzichter
18802,20701,English,-1*,Landowner
18803,20703,Norwegian,37030,Landpostbud
18804,20704,Dutch,62210,landrabeider
18805,20705,Danish,58340,Landrekrut
18806,20706,Danish,58340,Landrytter
18807,20707,German,62790,Landschaftsgärtner
18808,20708,Danish,12210,Landsdommer
18809,20709,Swedish,12110*,Landsfiskal
18810,20711,Swedish,12110,Landsfiskalsaspirant
18811,20712,Swedish,12110,Landsfiskalänka
18812,20713,Swedish,20210,Landshövding
18813,20714,Swedish,20210,Landshövdingdotter
18814,20715,Swedish,20210,Landskamrer
18815,20716,Swedish,11010,Landskamrerdotter
18816,20717,Swedish,11010,Landskamreränka
18817,20718,Swedish,31000,Landskanslist
18818,20719,Swedish,31090,Landskanslist
18819,20720,Swedish,31000,Landskanslisthustru
18820,20721,Swedish,31000,Landskanslistänka
18821,20722,Swedish,16130*,Landskapsmålare
18822,20724,Swedish,16130,Landskapsmålareänka
18823,20725,Swedish,31000,Landskontorist
18824,20726,Swedish,31090,Landskontorist
18825,20727,Swedish,31000,Landskontoristänka
18826,20728,German,61110,Landsmann
18827,20729,Danish,58340,Landsoldat
18828,20730,Swedish,99910,Landsortsarbetare
18829,20731,Swedish,12000,Landsrättsauskultant
18830,20732,Swedish,20110,Landstingsmansänka
18831,20733,German,-1,Landstreicher
18832,20734,German,58340,Landsturmmann
18833,20735,German,06510,Landtierarzt
18834,20736,German,20210,Landvogt
18835,20737,Danish,20210,Landvæsenskommissær
18836,20738,Danish,06590,Landvæsensmand
18837,20739,German,61110,Landwirt
18838,20740,German,61110,Landwirtin
18839,20741,German,62105,Landwirtschaftlicher Arbeiter
18840,20742,German,62110,Landwirtschaftsgehilfe
18841,20743,German,62110,Landwirtschaftsgehilfin
18842,20744,German,21230,Landwirtschaftsmeister
18843,20745,German,21230,Landwirtschaftsverwalter
18844,20746,Dutch,62210,landwrbeider
18845,20747,Dutch,61220,lanndbouwer
18846,20748,Dutch,62210,lanrdarbeider
18847,20749,Dutch,99910,Lantaarnbediende
18848,20750,Dutch,99910,lantaarnopsteker
18849,20751,Swedish,62105,Lantarbetare
18850,20752,Swedish,37030,Lantbrevbärare
18851,20753,Swedish,61110*,Lantbrukare
18852,20755,Swedish,61110,Lantbrukaredotter
18853,20756,Swedish,61110,Lantbrukareelev
18854,20757,Swedish,61110,Lantbrukarehustru
18855,20758,Swedish,61110,Lantbrukareänka
18856,20759,Swedish,62105,Lantbruksarbetare
18857,20760,Swedish,62105,Lantbruksarbetareänka
18858,20761,Swedish,62105,Lantbruksassistent
18859,20762,Swedish,62105,Lantbruksbiträde
18860,20763,Swedish,33110,Lantbruksbokhållare
18861,20764,Swedish,61110*,Lantbrukselev
18862,20766,Swedish,61110,Lantbrukshushållningselev
18863,20767,Swedish,02930,Lantbruksingenjör
18864,20768,Swedish,21230*,Lantbruksinspektor
18865,20770,Swedish,21230,Lantbruksinspektör
18866,20771,Swedish,21230,Lantbrukskonsulent
18867,20772,Swedish,61110,Lantbrukslärling
18868,20773,Swedish,41030*,Lanthandlare
18869,20775,Swedish,41030,Lanthandlareänka
18870,20776,Swedish,41030*,Lanthandlerska
18871,20778,Swedish,61110,Lanthushållareänka
18872,20779,Swedish,61110,Lanthushållningselev
18873,20780,Swedish,43230,Lantmannaproduktkommissionär
18874,20781,Swedish,22520,Lantmästare
18875,20782,Swedish,03020*,Lantmätare
18876,20784,Swedish,03020,Lantmätaredotter
18877,20785,Swedish,03020,Lantmätareelev
18878,20786,Swedish,03020,Lantmätarehustru
18879,20787,Swedish,03020,Lantmätaremästareänka
18880,20788,Swedish,03020,Lantmätareänka
18881,20789,Swedish,03020,Lantmäteriarbetare
18882,20790,Swedish,03020,Lantmäteriaspirant
18883,20791,Swedish,03020*,Lantmäteriauskultant
18884,20793,Swedish,03020,Lantmäteriauskultantänka
18885,20794,Swedish,03020,Lantmäteribiträde
18886,20795,Swedish,03020,Lantmäteridirektöränka
18887,20796,Swedish,03020,Lantmäterielev
18888,20797,Swedish,12110,Lantmäterifiskal
18889,20798,Swedish,31030,Lanträntmästareänka
18890,20799,Swedish,58340,Lantvärnsman
18891,20800,Portugese,89490,Lapidador (vidro)
18892,20801,French,88030*,Lapidaire
18893,20804,Spanish,95145,Lapidario
18894,20805,Portugese,88030,Lapidário (pedras preciosas)
18895,20806,Swedish,54020,Lapp-piga
18896,20807,Swedish,62120,Lapp-piga
18897,20808,Swedish,-1,Lappdräng
18898,20809,Swedish,79510,Lapperska
18899,20810,Swedish,-1,Lappflicka
18900,20811,Swedish,-1,Lappkvinna
18901,20812,Swedish,06105,Lasarettsläkareänka
18902,20813,Dutch,87210,Lasser
18903,20814,Swedish,97125,Lastdräng
18904,20815,Swedish,97125,Lastkarl
18905,20816,Swedish,97125,Lastningsforman
18906,20817,English,55220,Late charwoman
18907,20818,English,98430,Late gate keeper
18908,20819,English,98990,Late gate keeper
18909,20820,English,41030,Late grocer
18910,20821,English,79520,Late needlewoman pauper
18911,20822,English,41030,Late shopkeeper
18912,20823,English,51050,Late victualler
18913,20824,English,95590,Lath render
18914,20825,Portugese,61110,Latifundiário
18915,20826,Portugese,87340,Latoeiro
18916,20827,Greek,71110,LATOMOS
18917,20828,Spanish,87340,Latoneros
18918,20829,French,95590,Latteur
18919,20830,English,56010,Laundress
18920,20831,English,56010,Laundress (parish relief)
18921,20832,English,56010,Laundress and Stocking knitter
18922,20833,English,56010,Laundress assistant
18923,20834,English,56010,Laundress at home
18924,20835,English,56010,Laundress mistress
18925,20836,English,56010,Laundress servant
18926,20837,English,56010,Laundryman
18927,20838,English,56010,Laundrywoman
18928,20839,English,56010,Laundymaid
18929,20840,Portugese,77490,Lava Peixes
18930,20841,Portugese,56010,Lavadeira (doméstica)
18931,20842,Portugese,75198,Lavadeira (ind. Têxtil)
18932,20843,Portugese,75635,Lavador de Fazenda
18933,20844,Spanish,75120,Lavador Lana
18934,20845,Portugese,75635,Lavandeiro (ind.têxtil)
18935,20846,Spanish,56010,Lavandera
18936,20847,French,56010,lavandier
18937,20848,French,56010,Lavandière
18938,20849,French,56090,Lavandière de dentelles
18939,20850,French,99910,laveur
18940,20851,French,99910,Laveur d'autos
18941,20852,French,99910,laveur de
18942,20853,French,75120*,Laveur de laine
18943,20855,French,53290*,Laveur de vaisselles
18944,20858,French,99910,laveur de vitres
18945,20859,French,99910*,Laveur de voitures
18946,20861,French,99910,laveur graisseur
18947,20862,Portugese,61110,Lavrador / Lavradora
18948,20863,Portugese,88050,Lavrante
18949,20864,Portugese,76190,Lavrante de sola
18950,20865,English,12110,Lawyer
18951,20866,English,39340,Lawyer's clerk
18952,20867,Swedish,41030,Laxhandlare
18953,20868,English,99910,Laybourer in general
18954,20869,French,95490*,Layetier
18955,20871,French,95490,layetier emballeur
18956,20872,German,99999,Lazarettbeamter
18957,20873,English,-1,Lease holder
18958,20874,English,76150,Leather dresser
18959,20875,English,41030,Leather seller
18960,20876,English,45125,Leather seller
18961,20877,German,41020,Lebensmittelgroßkaufmann
18962,20878,Greek,87350,LEBHTOPOIOS
18963,20879,Spanish,62530,Lechero
18964,20880,French,39990,Lecteur de compteurs
18965,20881,Dutch,13100,Lector aan de hogeschool
18966,20882,Dutch,13100,Lector aan de hoogeschool
18967,20883,Dutch,21110,Lederfabrikant
18968,20884,Dutch,80310,Lederfabrikant
18969,20885,Swedish,99999,Ledningsmästare
18970,20886,Danish,98990,Ledvogter
18971,20887,Dutch,99920,leenarbeider
18972,20888,Dutch,49020,leenbankhouder
18973,20889,Dutch,13200,Leeraar
18974,20890,Dutch,13200,Leeraar aan de hoogere burgers
18975,20891,Dutch,13200,leeraar aan eene hoogere burgerschool
18976,20892,Dutch,13200,Leeraar aan het gymnasium
18977,20893,Dutch,13290,Leeraar in de gymnastiek
18978,20894,Dutch,41025,Leerhandelaar
18979,20895,Dutch,42220,leerkoper
18980,20896,Dutch,96910,Leerling machinist
18981,20897,Dutch,98320,Leerling machinist
18982,20898,Dutch,98360,Leerling machinist
18983,20899,Dutch,96910,Leerling-machinist
18984,20900,Dutch,98320,Leerling-machinist
18985,20901,Dutch,98360,Leerling-machinist
18986,20902,Dutch,98320,leerling-machinist bij de staatsspoorwegen
18987,20903,Dutch,96910,Leerlingmachinist
18988,20904,Dutch,98320,Leerlingmachinist
18989,20905,Dutch,98360,Leerlingmachinist
18990,20906,Dutch,76145,Leerlooier
18991,20907,Dutch,76145,Leerlooiersknecht
18992,20908,Dutch,76145,Leerlooijer
18993,20909,Dutch,76145,Leerlooyer
18994,20910,Dutch,76145,Leerlooyersknegt
18995,20911,Swedish,06710,Leg.apotekare
18996,20912,Swedish,06105,Leg.läkare
18997,20913,Swedish,07620,Leg.sjukgymnast
18998,20914,Swedish,06510,Leg.veterinär
18999,20915,Swedish,14120,Legationspredikant
19000,20916,Swedish,20210,Legationsråd
19001,20917,Swedish,20210,Legationsrådänka
19002,20918,Swedish,20210,Legationssekreterare
19003,20919,Swedish,20210,Legationssekreterareänka
19004,20920,Swedish,55130,Legationsvaktmästare
19005,20921,Norwegian,-1,Legdslem
19006,20922,German,95150,Leger
19007,20923,French,12910*,Légiste
19008,20925,Swedish,99910,Legokarl
19009,20926,French,41030*,Légumier
19010,20928,German,61250,Lehenmeier
19011,20929,German,13020,Lehramtsbewerber
19012,20930,German,13020,Lehrer
19013,20931,German,13020,Lehrerin
19014,20932,German,61110,Leibpächter
19015,20933,German,61240,Leibzüchter
19016,20934,German,05260,Leichenschauer
19017,20935,Dutch,95320,Leidekker
19018,20936,German,33160,Leihauskassierer
19019,20937,German,33160,Leihhauskassierer
19020,20938,German,75432,Leinweber
19021,20939,German,75432,Leinwebermeister
19022,20940,German,94980,Leistungsprüferin
19023,20941,Portugese,77510,Leiteiro
19024,20942,Portugese,33990,Leitor da  Companhia do gás
19025,20943,Danish,53210,Lejetjener
19026,20944,Swedish,13030*,Lektor
19027,20946,Swedish,13030,Lektorhustru
19028,20947,Swedish,13030,Lektoränka
19029,20948,Swedish,15990,Lektör
19030,20949,Swedish,15990,Lektöränka
19031,20950,Greek,41040,LEMBOYXOS
19032,20951,Spanish,63120,Leñador
19033,20952,Norwegian,58220,Lensmand
19034,20953,Norwegian,58220,Lensmandsassistent
19035,20954,Norwegian,58220,Lensmandsbetjent
19036,20955,Norwegian,58220,Lensmandsfuldmægtig
19037,20956,Norwegian,39310,Lensmandskontorist
19038,20957,Greek,99999,LEPTOYRGOS
19039,20958,Dutch,13200,Leraar
19040,20959,Dutch,13200,Leraar aan de hogere burgerschool
19041,20960,Dutch,13200,Leraar aan het gymnasium
19042,20961,Dutch,13290,Leraar in de gymnastiek
19043,20962,Swedish,89210,Lerkärlsarbetare
19044,20963,French,56010,Lessiveuse
19045,20964,Danish,58340,Let Infanterist
19046,20965,Norwegian,98140,Letmatros
19047,20966,Spanish,12110,Letrado
19048,20967,Portugese,31090,Letrado do Juíz das Sisas
19049,20968,English,37030*,Letter carrier
19050,20970,English,81945,Letter carver
19051,20971,Dutch,92120,Letterzetter
19052,20972,Dutch,92120,letterzetter en winkelier
19053,20973,French,16220,Lettreur
19054,20974,Dutch,92120,lettterzetter
19055,20975,Dutch,45220,leurder
19056,20976,Dutch,45220,leurder met petroleum
19057,20977,German,58320,Leutnant
19058,20978,Dutch,44120,Levenverzekeringsagent
19059,20979,Norwegian,-1,Lever af egne midler
19060,20980,Norwegian,-1,Lever af fattigunderstøttelse
19061,20981,Norwegian,-1,Lever af formue
19062,20982,Danish,75000,Lever af Haandarbejde
19063,20983,Danish,75000,Lever af Haandgerning
19064,20984,Norwegian,-1,Lever af offentlig bidrag
19065,20985,Norwegian,-1*,Lever af sin formue
19066,20987,Danish,-1,Lever af sin Formue
19067,20988,Norwegian,-1*,Lever af sine midler
19068,20990,Danish,-1,Lever af sine Midler
19069,20991,Norwegian,-1,Lever af sine penge
19070,20992,Danish,-1,Lever af sine renter
19071,20993,Swedish,21960,Leverantör
19072,20994,French,99999,Leveur de tiges
19073,20995,Portugese,-1,Liberto/Liberta
19074,20996,French,41030*,Libraire
19075,21001,French,09020,Licence en sciences commerciales
19076,21002,Portugese,-1,Licenciado
19077,21003,Portugese,-1,Licenciado praticante
19078,21004,French,12000,licencié en droit
19079,21005,French,12000,licencié en droit croix de guerre
19080,21006,French,12300,licencié en droit et aspirant notaire
19081,21007,French,12200,licencié en droit et juge de paix
19082,21008,French,12000,licencié en droit et receveur des fabriques protestantes
19083,21009,French,12300,licencié en droit notaire
19084,21010,English,45220,Licensed hawker
19085,21011,English,51050*,Licensed victualler
19086,21013,English,51050,Licensed victular
19087,21014,Swedish,-1,Licentiat
19088,21015,German,99999,Lichtermacher
19089,21016,Dutch,98940,lichtwachter
19090,21017,English,77660,Licorice cake maker labourer
19091,21018,Catalan,77890,Licorista
19092,21019,Spanish,77890,Licorista
19093,21020,Dutch,20110,lid der staten van friesland
19094,21021,Dutch,20110,lid van de raad
19095,21022,Dutch,20110,lid vd. stedelyke raad
19096,21023,Dutch,20110,lidder provinciale staten
19097,21024,Norwegian,-1,Lidt arbeide hjemme
19098,21025,French,58320*,Lieutenant
19099,21028,English,58320,Lieutenant
19100,21029,French,58320,lieutenant
19101,21030,French,58320,Lieutenant (militaire)
19102,21031,French,58320,lieutenant à l'école du matériel à fontainebleau
19103,21032,French,58320,lieutenant adjoint au trésorier du 147e ri
19104,21033,French,58320,lieutenant attaché à la base aérienne de cognac
19105,21034,French,58320,lieutenant au 18e régiment d'infanterie de ligne
19106,21035,French,58320,lieutenant au 1er régiment de tirailleurs algériens
19107,21036,French,58320,lieutenant au 2e bataillon de la 61e brigade
19108,21037,French,58320,lieutenant au long cours
19109,21038,French,58320,lieutenant aviateur
19110,21039,French,58320*,Lieutenant colonel
19111,21041,French,58320,lieutenant colonel d'artillerie en retraite
19112,21042,French,58320,lieutenant colonel d'infanterie en retraite
19113,21043,French,58320,lieutenant colonel de la gendarmerie
19114,21044,French,58320,lieutenant colonel des grenadiers
19115,21045,French,58320,lieutenant colonel en retraite
19116,21046,French,58320,lieutenant colonel retraité
19117,21047,French,58320,lieutenant colonel retraité et marquis de montebise
19118,21048,French,58320,lieutenant colonel(66eme reg d'inf)
19119,21049,French,58320,lieutenant colonnel d'infanterie
19120,21050,French,58320,lieutenant d'artillerie
19121,21051,French,58320,lieutenant d'artillerie à pied
19122,21052,French,58320,lieutenant d'aviation base aérienne de la senia oran algérie
19123,21053,French,58320*,Lieutenant d'infanterie
19124,21055,French,58320,lieutenant de cavalerie
19125,21056,French,58320,lieutenant de dragons
19126,21057,French,58320,lieutenant de gendarmerie
19127,21058,French,58320,lieutenant de grenadiers retraité et chevalier de la lh
19128,21059,French,04230,lieutenant de marine
19129,21060,French,58320,lieutenant de réserve
19130,21061,French,58320*,Lieutenant de vaisseau
19131,21063,French,58320,lieutenant de vaisseau(comte)
19132,21064,French,31040,lieutenant des douanes
19133,21065,French,31040,lieutenant des douanes retraité
19134,21066,French,31040,lieutenant des douanes royales
19135,21067,French,58320,lieutenant en retraite
19136,21068,French,58320,lieutenant esmia
19137,21069,French,58320,lieutenant infanterie de marine
19138,21070,French,58320,lieutenant instructeur à l'ecole militaire d'artillerie de p
19139,21071,French,58320,lieutenant instructeur à l'école militaire d'artillerie de p
19140,21072,French,58320,Lieutenant invalide hon. pensionné
19141,21073,French,58320,Lieutenant invalide honoré
19142,21074,French,58320,Lieutenant major
19143,21075,French,58320,lieutenant militaire au dépôt de macon
19144,21076,French,58320,Lieutenant pensionné
19145,21077,French,58320,lieutenant retraité
19146,21078,French,58320,lieutenant(13e régiment d'infanterie légère)
19147,21079,French,58320,lieutenant(19e rég de chasseurs polonais)
19148,21080,French,58320,lieutenant(19e régiment de ligne)
19149,21081,French,58320,lieutenant(1er régiment d'infanterie de marine)
19150,21082,French,58320,lieutenant(2e régiment des chasseurs d'afrique)
19151,21083,French,58320,lieutenant(4e régiment d'infanterie)
19152,21084,French,58320,lieutenant(75 reg infanterie bethunes)
19153,21085,French,58320,lieutenant(7e régiment de hussards)
19154,21086,French,58320,lieutenant(au 17e ra)
19155,21087,French,58320,lieutenant(au 20e groupe d'artillerie parachutiste)
19156,21088,French,58320,lieutenant(au 25e de ligne)
19157,21089,French,58320,lieutenant(au 33e régiment d'aviation)
19158,21090,French,58320,lieutenant(au 45e chasseurs a pied)
19159,21091,French,58320,lieutenant(au 47e ri de ligne)
19160,21092,French,58320,lieutenant(au 5e rt chasseur)
19161,21093,French,58320,lieutenant(au 92e reg d'infanterie)
19162,21094,French,58320,lieutenant(au 93eme de ligne)
19163,21095,Danish,59220,Ligbærer
19164,21096,English,98190,Lighterman
19165,21097,Portugese,79990,Ligueiro
19166,21098,Dutch,59220,Lijkbezorger
19167,21099,Dutch,75720,Lijndraaier
19168,21100,Dutch,75720,Lijndraaijer
19169,21101,Dutch,85700,Lijnwachter
19170,21102,Dutch,85570,lijnwerker
19171,21103,Dutch,81990,lijstenmaker
19172,21104,Swedish,59290,Likbärare
19173,21105,Dutch,77890,likeursstokersknecht
19174,21106,Dutch,77890,likeurstoker
19175,21107,Dutch,99999,likker
19176,21108,Swedish,81990,Likkistarbetare
19177,21109,Swedish,21220,Likkistfabrikör
19178,21110,Swedish,81990,Likkistsnickare
19179,21111,Swedish,59290,Liksveperska
19180,21112,Swedish,06190,Liktornsoperatris
19181,21113,Swedish,06190,Liktornsoperatör
19182,21114,Swedish,58940,Likvakt
19183,21115,Danish,62120,Lillepige
19184,21116,Spanish,83590,Limador
19185,21117,Portugese,81955,Limador (ind. Madeira)
19186,21118,Swedish,74990,Limarbetare
19187,21119,English,74240,Limeburner
19188,21120,Greek,97190,LIMENERGATHS
19189,21121,English,99910,Limer
19190,21122,English,71110,Limestone miner
19191,21123,French,83590,Limeur
19192,21124,Swedish,99999,Limmare
19193,21125,French,51050*,Limonadier
19194,21128,French,77890*,Limonadier
19195,21130,French,51050,limonadier restaurateur
19196,21131,French,51050*,Limonadière
19197,21133,French,77890,Limonadière
19198,21134,Portugese,84980,Limpador
19199,21135,Portugese,75690,Limpador (ind.têxtil)
19200,21136,Portugese,84980,Limpador oleador
19201,21137,Swedish,77620,Limpbakerska
19202,21138,Spanish,55290,Limpia coches
19203,21139,Spanish,56040,Limpiabotes
19204,21140,Spanish,55220,Limpiador
19205,21141,Spanish,55220,Limpieza
19206,21142,Spanish,83490,Limpieza Máquinas
19207,21143,Spanish,55290,Limpieza Pública
19208,21144,Swedish,99999,Limstrykerska
19209,21145,Swedish,17550,Lindanserska
19210,21146,Swedish,85345,Lindare
19211,21147,Swedish,85345,Lindareförman
19212,21148,Swedish,85345,Linderska
19213,21149,Norwegian,71105,Linebanefordrer
19214,21150,English,75140,Linen cloth lapper
19215,21151,English,97150,Linen cloth wrapper
19216,21152,English,41030*,Linen draper
19217,21154,English,41030,Linen drapers apprentice
19218,21155,English,41030,Linen drapers assistant
19219,21156,English,75432*,Linen weaver
19220,21158,Norwegian,99910,Lineægning
19221,21159,French,56010*,Lingère
19222,21162,French,79590,Lingère
19223,21163,French,56010,Lingère repasseuse
19224,21164,Portugese,19540,Língua de nação inglesa
19225,21165,Portugese,19540,Língua de navios
19226,21166,Portugese,75220,Linheira
19227,21167,Norwegian,85700,Linjearbeider
19228,21168,Swedish,85700,Linjearbetare
19229,21169,Swedish,21240,Linjebyggmästare
19230,21170,Swedish,85700,Linjeförman
19231,21171,Swedish,02290,Linjeingenjör
19232,21172,Swedish,99999,Linjemästare
19233,21173,Swedish,99999,Linjemästareänka
19234,21174,Swedish,99999,Linjerare
19235,21175,Swedish,99999,Linjererska
19236,21176,Swedish,99999,Linjermästare
19237,21177,English,71190,Linker
19238,21178,English,75530,Linker
19239,21179,Swedish,41030,Linkramhandlare
19240,21180,Swedish,41030,Linkramhandlaredotter
19241,21181,Swedish,41030,Linkramhandlareänka
19242,21182,Swedish,97145,Linnebiträde
19243,21183,Danish,75432,Linnedvæversvend
19244,21184,Swedish,22110,Linneförestånderska
19245,21185,Swedish,22110,Linneförvalterska
19246,21186,Dutch,75445,linnenwever
19247,21187,Swedish,97145,Linneräknerska
19248,21188,Swedish,56065,Linnestrykerska
19249,21189,Swedish,79510,Linnesömmerska
19250,21190,Swedish,79510,Linnesömmerskeelev
19251,21191,Swedish,56065,Linnetryckerska
19252,21192,Swedish,56010,Linnetvätterska
19253,21193,German,92240,Linoleumsdrucker
19254,21194,French,92130*,Linotypiste
19255,21198,Dutch,75490,lintenmaker
19256,21199,English,77660,Liquorice cake maker
19257,21200,English,77660,Liquorice cake maker labourer
19258,21201,English,77660,Liquorice manufacturers servant
19259,21202,French,74490*,Liquoriste
19260,21206,French,77890,liquoriste
19261,21207,French,75390*,Liseur
19262,21209,French,75390,liseur de dessin
19263,21210,French,75390*,Liseur de dessins
19264,21212,French,75390*,Liseur pour tissus
19265,21214,French,75390,Liseuse
19266,21215,French,75390,Liseuse de dessins
19267,21216,Swedish,56010,Lissererska
19268,21217,Swedish,99999,Listmakare
19269,21218,Portugese,98690,Liteireiro
19270,21219,Portugese,98690,Liteireiro do senhor bispo
19271,21220,Spanish,15120,Literatura
19272,21221,German,92250,Lithograph
19273,21222,German,92415,Lithograph
19274,21223,French,92250*,Lithographe
19275,21225,French,92415*,Lithographe
19276,21228,English,92250,Lithographic printer
19277,21229,Greek,82000,LITHOTOMOS
19278,21230,Swedish,92250,Litograf
19279,21231,Swedish,92415,Litograf
19280,21232,Catalan,92400,Litógraf (Artes gráficas)
19281,21233,Swedish,92250,Litografiarbetare
19282,21234,Portugese,92250,Litógrafo
19283,21235,Spanish,92400,Litógrafo
19284,21236,Danish,15120,Litteratus
19285,21237,Swedish,15120*,Litteratör
19286,21239,Swedish,15120,Litteratörelev
19287,21240,Swedish,15120,Litteratörhustru
19288,21241,Swedish,15120,Litteratöränka
19289,21242,English,41040,Livery stable keeper
19290,21243,English,-2,Lives at her ease
19291,21244,English,-1,Lives with her aunt
19292,21245,Swedish,44120,Livförsäkringsagent
19293,21246,Swedish,44120,Livförsäkringsinkasserare
19294,21247,Swedish,44120,Livförsäkringsinspektör
19295,21248,Swedish,20210,Livförsäkringsombudsman
19296,21249,Swedish,39350,Livförsäkringstjänsteman
19297,21250,Swedish,39350,Livföräkringsbiträde
19298,21251,Swedish,44120,Livföräkringsinspektöränka
19299,21252,Swedish,39350,Livföräkringstjänsteman
19300,21253,Swedish,58340,Livgardist
19301,21254,Swedish,58340,Livgardistänka
19302,21255,English,-1,Living at home with mother
19303,21256,English,-1,Living independant
19304,21257,English,-1,Living on income
19305,21258,English,-1,Living on my means
19306,21259,English,-1,Living with her daughter
19307,21260,Swedish,58340,Livjägare
19308,21261,Swedish,98620,Livkuskänka
19309,21262,Swedish,37030,Livpostiljonänka
19310,21263,Portugese,92110,Livreiro
19311,21264,French,98590,Livreur
19312,21265,French,99999*,Livreur
19313,21267,French,45230,Livreur de lait
19314,21268,French,98550,Livreur de magasin
19315,21269,French,45220,Livreur de pain
19316,21270,French,98590,Livreur pour le CNR
19317,21271,French,37040,Livreur-commis
19318,21272,French,99999,Livreuse
19319,21273,Swedish,58320,Livrustmästareänka
19320,21274,Swedish,12110,Livsmedelsfiskal
19321,21275,Swedish,22665,Livsmedelsinspektör
19322,21276,Swedish,-1,Livstidsfånge
19323,21277,Swedish,99999,Ljusarbetare
19324,21278,Swedish,99999,Ljusarbeterska
19325,21279,Swedish,99930,Ljusfabriksarbetare
19326,21280,Swedish,99930,Ljusfabriksarbeterska
19327,21281,Swedish,94960,Ljusstöperska
19328,21282,Swedish,92510,Ljustryckarbetare
19329,21283,Swedish,92510,Ljustryckare
19330,21284,Swedish,99999,Ljusveksrenserska
19331,21285,Catalan,87340,Llauners
19332,21286,Catalan,61220,Llaurador
19333,21287,Catalan,61220,Llaurador Arrendatari
19334,21288,Catalan,61220,Llaurador Propietari
19335,21289,French,-1,lle
19336,21290,Catalan,63120,Llenyataire
19337,21291,French,-1,lles chevalier légion d'honneur
19338,21292,Catalan,62530,Lleter
19339,21293,Catalan,07315,Llevadora
19340,21294,Catalan,83590,Llimador
19341,21295,Catalan,15120,Lliteratura
19342,21296,Catalan,49090,Llogater de mobles
19343,21297,French,-1,locataire
19344,21298,English,83930,Lock forger
19345,21299,English,83930,Lock maker
19346,21300,English,21110,Lock manufacturer
19347,21301,English,83930,Lock manufacturer
19348,21302,English,98930,Lockkeeper
19349,21303,English,83930,Locksmith
19350,21304,Dutch,98300,locomotiefbeambte
19351,21305,English,02430,Locomotive engineer
19352,21306,English,98330,Locomotive fireman
19353,21307,English,54090,Lodgekeeper
19354,21308,English,98990,Lodgekeeper
19355,21309,English,-1,Lodger
19356,21310,English,51040,Lodgers boarding house keeper under St Thomas Hospital
19357,21311,English,-1,Lodging house
19358,21312,English,51040,Lodging housekeeper
19359,21313,Norwegian,04240,Lods
19360,21314,Danish,04240,Lods
19361,21315,Dutch,51040,logementh@..ker
19362,21316,Dutch,51040,Logementhouder
19363,21317,Dutch,51040*,logementhoudster
19364,21319,Danish,-1,Logerende
19365,21320,French,51040*,Logeur
19366,21322,French,51090,Logeur
19367,21323,French,51040,logeur en garni
19368,21324,Norwegian,51040,Logiværtinde
19369,21325,German,76145,Lohgerber
19370,21326,German,76145,Lohgerbergeselle
19371,21327,German,76145,Lohgerbermeister
19372,21328,German,76145,Lohgerbersgeselle
19373,21329,German,99900,Lohnarbeiter
19374,21330,Portugese,41030,Loja
19375,21331,Portugese,51030,Loja de bebidas
19376,21332,Portugese,41030,Loja de fazendas
19377,21333,Portugese,41030,Loja de louça e azeite
19378,21334,Portugese,41030,Loja de marçaria
19379,21335,Portugese,41030,Loja de marçaria e luvas
